name,category,price_per_kg,season,description
Crop363,Fruit,165.14,Winter,Crop363 is a fruit suitable for winter season.
Crop364,Fruit,106.95,Winter,Crop364 is a fruit suitable for winter season.
Crop365,Vegetable,193.65,All year,Crop365 is a vegetable suitable for all year season.
Crop366,Vegetable,182.78,Winter,Crop366 is a vegetable suitable for winter season.
Crop367,Vegetable,88.82,All year,Crop367 is a vegetable suitable for all year season.
Crop368,Fruit,148.84,Winter,Crop368 is a fruit suitable for winter season.
Crop369,Cereal,21.02,Summer,Crop369 is a cereal suitable for summer season.
Crop370,Cereal,161.66,Monsoon,Crop370 is a cereal suitable for monsoon season.
Crop371,Fruit,114.08,All year,Crop371 is a fruit suitable for all year season.
Crop372,Fruit,100.94,All year,Crop372 is a fruit suitable for all year season.
Crop373,Fruit,163.47,Monsoon,Crop373 is a fruit suitable for monsoon season.
Crop374,Vegetable,191.27,Summer,Crop374 is a vegetable suitable for summer season.
Crop375,Fruit,137.73,Summer,Crop375 is a fruit suitable for summer season.
Crop376,Fruit,140.75,Summer,Crop376 is a fruit suitable for summer season.
Crop377,Fruit,115.32,Summer,Crop377 is a fruit suitable for summer season.
Crop378,Vegetable,179.77,Winter,Crop378 is a vegetable suitable for winter season.
Crop379,Cereal,168.94,All year,Crop379 is a cereal suitable for all year season.
Crop380,Cereal,154.13,Summer,Crop380 is a cereal suitable for summer season.
Crop381,Fruit,140.43,Winter,Crop381 is a fruit suitable for winter season.
Crop382,Fruit,61.2,Summer,Crop382 is a fruit suitable for summer season.
Crop383,Fruit,123.18,Monsoon,Crop383 is a fruit suitable for monsoon season.
Crop384,Fruit,191.78,Winter,Crop384 is a fruit suitable for winter season.
Crop385,Fruit,105.02,Winter,Crop385 is a fruit suitable for winter season.
Crop386,Cereal,22.92,Summer,Crop386 is a cereal suitable for summer season.
Crop387,Fruit,73.75,Summer,Crop387 is a fruit suitable for summer season.
Crop388,Vegetable,135.87,All year,Crop388 is a vegetable suitable for all year season.
Crop389,Fruit,29.55,Winter,Crop389 is a fruit suitable for winter season.
Crop390,Fruit,147.86,Summer,Crop390 is a fruit suitable for summer season.
Crop391,Fruit,168.47,All year,Crop391 is a fruit suitable for all year season.
Crop392,Fruit,124.17,Summer,Crop392 is a fruit suitable for summer season.
Crop393,Vegetable,59.95,Monsoon,Crop393 is a vegetable suitable for monsoon season.
Crop394,Cereal,161.49,Winter,Crop394 is a cereal suitable for winter season.
Crop395,Fruit,104.13,All year,Crop395 is a fruit suitable for all year season.
Crop396,Cereal,186.23,All year,Crop396 is a cereal suitable for all year season.
Crop397,Cereal,125.33,All year,Crop397 is a cereal suitable for all year season.
Crop398,Vegetable,178.63,Summer,Crop398 is a vegetable suitable for summer season.
Crop399,Vegetable,118.15,Monsoon,Crop399 is a vegetable suitable for monsoon season.
Crop400,Cereal,52.98,All year,Crop400 is a cereal suitable for all year season.
Crop401,Cereal,135.07,All year,Crop401 is a cereal suitable for all year season.
Crop402,Vegetable,180.27,Summer,Crop402 is a vegetable suitable for summer season.
Crop403,Cereal,35.96,Summer,Crop403 is a cereal suitable for summer season.
Crop404,Cereal,142.27,All year,Crop404 is a cereal suitable for all year season.
Crop405,Fruit,113.45,Winter,Crop405 is a fruit suitable for winter season.
Crop406,Fruit,107.49,Summer,Crop406 is a fruit suitable for summer season.
Crop407,Vegetable,123.15,Monsoon,Crop407 is a vegetable suitable for monsoon season.
Crop408,Vegetable,95.56,Summer,Crop408 is a vegetable suitable for summer season.
Crop409,Cereal,123.5,All year,Crop409 is a cereal suitable for all year season.
Crop410,Vegetable,84.15,Summer,Crop410 is a vegetable suitable for summer season.
Crop411,Fruit,80.08,Summer,Crop411 is a fruit suitable for summer season.
Crop412,Cereal,156.6,Monsoon,Crop412 is a cereal suitable for monsoon season.
Crop413,Fruit,57.29,Summer,Crop413 is a fruit suitable for summer season.
Crop414,Cereal,64.6,Winter,Crop414 is a cereal suitable for winter season.
Crop415,Cereal,27.86,Summer,Crop415 is a cereal suitable for summer season.
Crop416,Vegetable,32.21,All year,Crop416 is a vegetable suitable for all year season.
Crop417,Cereal,103.03,Summer,Crop417 is a cereal suitable for summer season.
Crop418,Fruit,109.77,Winter,Crop418 is a fruit suitable for winter season.
Crop419,Vegetable,24.6,Winter,Crop419 is a vegetable suitable for winter season.
Crop420,Cereal,95.93,Winter,Crop420 is a cereal suitable for winter season.
Crop421,Vegetable,105.9,All year,Crop421 is a vegetable suitable for all year season.
Crop422,Cereal,123.31,Summer,Crop422 is a cereal suitable for summer season.
Crop423,Fruit,26.58,Summer,Crop423 is a fruit suitable for summer season.
Crop424,Cereal,32.35,Winter,Crop424 is a cereal suitable for winter season.
Crop425,Fruit,30.78,Monsoon,Crop425 is a fruit suitable for monsoon season.
Crop426,Vegetable,57.38,Monsoon,Crop426 is a vegetable suitable for monsoon season.
Crop427,Cereal,118.47,Winter,Crop427 is a cereal suitable for winter season.
Crop428,Fruit,42.25,Monsoon,Crop428 is a fruit suitable for monsoon season.
Crop429,Cereal,87.76,Summer,Crop429 is a cereal suitable for summer season.
Crop430,Cereal,33.38,Monsoon,Crop430 is a cereal suitable for monsoon season.
Crop431,Vegetable,152.51,Winter,Crop431 is a vegetable suitable for winter season.
Crop432,Fruit,96.68,All year,Crop432 is a fruit suitable for all year season.
Crop433,Vegetable,68.02,Summer,Crop433 is a vegetable suitable for summer season.
Crop434,Vegetable,115.25,All year,Crop434 is a vegetable suitable for all year season.
Crop435,Cereal,145.87,Monsoon,Crop435 is a cereal suitable for monsoon season.
Crop436,Cereal,163.86,Winter,Crop436 is a cereal suitable for winter season.
Crop437,Fruit,175.44,Winter,Crop437 is a fruit suitable for winter season.
Crop438,Cereal,123.73,Winter,Crop438 is a cereal suitable for winter season.
Crop439,Vegetable,65.12,Winter,Crop439 is a vegetable suitable for winter season.
Crop440,Cereal,198.16,Summer,Crop440 is a cereal suitable for summer season.
Crop441,Fruit,39.69,Winter,Crop441 is a fruit suitable for winter season.
Crop442,Fruit,69.93,All year,Crop442 is a fruit suitable for all year season.
Crop443,Cereal,132.89,Summer,Crop443 is a cereal suitable for summer season.
Crop444,Fruit,194.93,Summer,Crop444 is a fruit suitable for summer season.
Crop445,Cereal,106.86,Monsoon,Crop445 is a cereal suitable for monsoon season.
Crop446,Vegetable,121.3,All year,Crop446 is a vegetable suitable for all year season.
Crop447,Vegetable,188.47,All year,Crop447 is a vegetable suitable for all year season.
Crop448,Vegetable,81.88,Summer,Crop448 is a vegetable suitable for summer season.
Crop449,Vegetable,152.55,All year,Crop449 is a vegetable suitable for all year season.
Crop450,Fruit,152.07,Winter,Crop450 is a fruit suitable for winter season.
Crop451,Cereal,50.01,Monsoon,Crop451 is a cereal suitable for monsoon season.
Crop452,Fruit,141.03,All year,Crop452 is a fruit suitable for all year season.
Crop453,Vegetable,187.59,Monsoon,Crop453 is a vegetable suitable for monsoon season.
Crop454,Vegetable,98.41,Winter,Crop454 is a vegetable suitable for winter season.
Crop455,Cereal,65.97,Monsoon,Crop455 is a cereal suitable for monsoon season.
Crop456,Vegetable,27.9,All year,Crop456 is a vegetable suitable for all year season.
Crop457,Fruit,89.8,All year,Crop457 is a fruit suitable for all year season.
Crop458,Cereal,192.33,Monsoon,Crop458 is a cereal suitable for monsoon season.
Crop459,Cereal,78.66,Summer,Crop459 is a cereal suitable for summer season.
Crop460,Vegetable,21.22,Summer,Crop460 is a vegetable suitable for summer season.
Crop461,Cereal,181.6,Summer,Crop461 is a cereal suitable for summer season.
Crop462,Cereal,166.48,All year,Crop462 is a cereal suitable for all year season.
Crop463,Cereal,184.67,All year,Crop463 is a cereal suitable for all year season.
Crop464,Vegetable,22.77,Monsoon,Crop464 is a vegetable suitable for monsoon season.
Crop465,Cereal,26.58,Monsoon,Crop465 is a cereal suitable for monsoon season.
Crop466,Vegetable,182.42,Monsoon,Crop466 is a vegetable suitable for monsoon season.
Crop467,Vegetable,140.7,Monsoon,Crop467 is a vegetable suitable for monsoon season.
Crop468,Fruit,24.07,Winter,Crop468 is a fruit suitable for winter season.
Crop469,Cereal,155.83,All year,Crop469 is a cereal suitable for all year season.
Crop470,Fruit,124.33,All year,Crop470 is a fruit suitable for all year season.
Crop471,Fruit,86.23,Monsoon,Crop471 is a fruit suitable for monsoon season.
Crop472,Vegetable,32.48,All year,Crop472 is a vegetable suitable for all year season.
Crop473,Cereal,39.7,Summer,Crop473 is a cereal suitable for summer season.
Crop474,Vegetable,149.99,Winter,Crop474 is a vegetable suitable for winter season.
Crop475,Fruit,172.45,Monsoon,Crop475 is a fruit suitable for monsoon season.
Crop476,Vegetable,163.37,Summer,Crop476 is a vegetable suitable for summer season.
Crop477,Fruit,195.79,All year,Crop477 is a fruit suitable for all year season.
Crop478,Fruit,145.76,Winter,Crop478 is a fruit suitable for winter season.
Crop479,Cereal,45.03,Winter,Crop479 is a cereal suitable for winter season.
Crop480,Fruit,51.58,Winter,Crop480 is a fruit suitable for winter season.
Crop481,Cereal,64.08,Winter,Crop481 is a cereal suitable for winter season.
Crop482,Cereal,188.47,Winter,Crop482 is a cereal suitable for winter season.
Crop483,Fruit,123.39,All year,Crop483 is a fruit suitable for all year season.
Crop484,Cereal,20.83,Summer,Crop484 is a cereal suitable for summer season.
Crop485,Cereal,37.97,All year,Crop485 is a cereal suitable for all year season.
Crop486,Vegetable,126.03,Winter,Crop486 is a vegetable suitable for winter season.
Crop487,Fruit,182.11,All year,Crop487 is a fruit suitable for all year season.
Crop488,Cereal,130.32,Winter,Crop488 is a cereal suitable for winter season.
Crop489,Cereal,39.3,Winter,Crop489 is a cereal suitable for winter season.
Crop490,Vegetable,110.78,All year,Crop490 is a vegetable suitable for all year season.
Crop491,Fruit,145.79,Monsoon,Crop491 is a fruit suitable for monsoon season.
Crop492,Vegetable,186.62,Winter,Crop492 is a vegetable suitable for winter season.
Crop493,Vegetable,105.55,All year,Crop493 is a vegetable suitable for all year season.
Crop494,Cereal,133.32,Summer,Crop494 is a cereal suitable for summer season.
Crop495,Vegetable,137.4,Winter,Crop495 is a vegetable suitable for winter season.
Crop496,Vegetable,167.16,Winter,Crop496 is a vegetable suitable for winter season.
Crop497,Cereal,172.25,Winter,Crop497 is a cereal suitable for winter season.
Crop498,Cereal,159.74,Monsoon,Crop498 is a cereal suitable for monsoon season.
Crop499,Fruit,76.31,Monsoon,Crop499 is a fruit suitable for monsoon season.
Crop500,Fruit,129.5,Winter,Crop500 is a fruit suitable for winter season.
Crop501,Cereal,170.03,Monsoon,Crop501 is a cereal suitable for monsoon season.
Crop502,Vegetable,189.29,All year,Crop502 is a vegetable suitable for all year season.
Crop503,Cereal,150.06,All year,Crop503 is a cereal suitable for all year season.
Crop504,Fruit,189.58,Summer,Crop504 is a fruit suitable for summer season.
Crop505,Cereal,189.06,All year,Crop505 is a cereal suitable for all year season.
Crop506,Cereal,134.92,Summer,Crop506 is a cereal suitable for summer season.
Crop507,Vegetable,102.64,Summer,Crop507 is a vegetable suitable for summer season.
Crop508,Vegetable,155.02,Winter,Crop508 is a vegetable suitable for winter season.
Crop509,Cereal,88.51,All year,Crop509 is a cereal suitable for all year season.
Crop510,Vegetable,161.15,All year,Crop510 is a vegetable suitable for all year season.
Crop511,Vegetable,84.09,Monsoon,Crop511 is a vegetable suitable for monsoon season.
Crop512,Vegetable,75.56,All year,Crop512 is a vegetable suitable for all year season.
Crop513,Vegetable,131.95,Monsoon,Crop513 is a vegetable suitable for monsoon season.
Crop514,Fruit,179.23,Winter,Crop514 is a fruit suitable for winter season.
Crop515,Vegetable,101.29,Winter,Crop515 is a vegetable suitable for winter season.
Crop516,Fruit,169.98,Monsoon,Crop516 is a fruit suitable for monsoon season.
Crop517,Cereal,43.44,Summer,Crop517 is a cereal suitable for summer season.
Crop518,Vegetable,51.37,All year,Crop518 is a vegetable suitable for all year season.
Crop519,Vegetable,71.97,Monsoon,Crop519 is a vegetable suitable for monsoon season.
Crop520,Cereal,98.38,Winter,Crop520 is a cereal suitable for winter season.
Crop521,Fruit,71.29,Monsoon,Crop521 is a fruit suitable for monsoon season.
Crop522,Cereal,34.89,All year,Crop522 is a cereal suitable for all year season.
Crop523,Vegetable,81.16,Summer,Crop523 is a vegetable suitable for summer season.
Crop524,Vegetable,188.5,Winter,Crop524 is a vegetable suitable for winter season.
Crop525,Cereal,69.12,Winter,Crop525 is a cereal suitable for winter season.
Crop526,Cereal,152.33,Summer,Crop526 is a cereal suitable for summer season.
Crop527,Fruit,189.78,Summer,Crop527 is a fruit suitable for summer season.
Crop528,Cereal,145.42,Summer,Crop528 is a cereal suitable for summer season.
Crop529,Cereal,147.96,Summer,Crop529 is a cereal suitable for summer season.
Crop530,Cereal,87.41,Summer,Crop530 is a cereal suitable for summer season.
Crop531,Fruit,84.02,Winter,Crop531 is a fruit suitable for winter season.
Crop532,Fruit,85.57,All year,Crop532 is a fruit suitable for all year season.
Crop533,Cereal,58.81,Summer,Crop533 is a cereal suitable for summer season.
Crop534,Cereal,170.79,Monsoon,Crop534 is a cereal suitable for monsoon season.
Crop535,Fruit,20.14,Summer,Crop535 is a fruit suitable for summer season.
Crop536,Cereal,107.13,Monsoon,Crop536 is a cereal suitable for monsoon season.
Crop537,Fruit,50.71,All year,Crop537 is a fruit suitable for all year season.
Crop538,Vegetable,22.25,All year,Crop538 is a vegetable suitable for all year season.
Crop539,Vegetable,57.74,Monsoon,Crop539 is a vegetable suitable for monsoon season.
Crop540,Fruit,100.84,Summer,Crop540 is a fruit suitable for summer season.
Crop541,Vegetable,26.64,Monsoon,Crop541 is a vegetable suitable for monsoon season.
Crop542,Cereal,196.74,Monsoon,Crop542 is a cereal suitable for monsoon season.
Crop543,Cereal,92.76,Monsoon,Crop543 is a cereal suitable for monsoon season.
Crop544,Fruit,197.5,All year,Crop544 is a fruit suitable for all year season.
Crop545,Fruit,198.81,Winter,Crop545 is a fruit suitable for winter season.
Crop546,Fruit,83.76,Winter,Crop546 is a fruit suitable for winter season.
Crop547,Vegetable,88.6,Summer,Crop547 is a vegetable suitable for summer season.
Crop548,Vegetable,171.56,All year,Crop548 is a vegetable suitable for all year season.
Crop549,Vegetable,71.09,Summer,Crop549 is a vegetable suitable for summer season.
Crop550,Vegetable,136.77,All year,Crop550 is a vegetable suitable for all year season.
Crop551,Vegetable,58.77,Monsoon,Crop551 is a vegetable suitable for monsoon season.
Crop552,Vegetable,109.25,Summer,Crop552 is a vegetable suitable for summer season.
Crop553,Vegetable,64.35,All year,Crop553 is a vegetable suitable for all year season.
Crop554,Vegetable,46.24,Summer,Crop554 is a vegetable suitable for summer season.
Crop555,Fruit,39.74,All year,Crop555 is a fruit suitable for all year season.
Crop556,Cereal,48.56,Summer,Crop556 is a cereal suitable for summer season.
Crop557,Cereal,193.14,Monsoon,Crop557 is a cereal suitable for monsoon season.
Crop558,Vegetable,117.58,Winter,Crop558 is a vegetable suitable for winter season.
Crop559,Fruit,72.54,Monsoon,Crop559 is a fruit suitable for monsoon season.
Crop560,Cereal,83.35,Summer,Crop560 is a cereal suitable for summer season.
Crop561,Vegetable,194.37,All year,Crop561 is a vegetable suitable for all year season.
Crop562,Fruit,141.81,Monsoon,Crop562 is a fruit suitable for monsoon season.
Crop563,Vegetable,38.64,All year,Crop563 is a vegetable suitable for all year season.
Crop564,Fruit,119.26,All year,Crop564 is a fruit suitable for all year season.
Crop565,Vegetable,130.5,Winter,Crop565 is a vegetable suitable for winter season.
Crop566,Fruit,99.05,Summer,Crop566 is a fruit suitable for summer season.
Crop567,Cereal,41.95,Winter,Crop567 is a cereal suitable for winter season.
Crop568,Fruit,107.39,Summer,Crop568 is a fruit suitable for summer season.
Crop569,Cereal,195.25,Monsoon,Crop569 is a cereal suitable for monsoon season.
